precinct_id;new_electorate;total_votes;invalid_votes;valid_votes;A. Socialdemokratiet;B. Radikale Venstre;C. Det Konservative Folkeparti;F. SF - Socialistisk Folkeparti;I. Liberal Alliance;M. Moderaterne;O. Dansk Folkeparti;V. Venstre, Danmarks Liberale Parti;Æ. Danmarksdemokraterne - Inger Støjberg;Ø. Enhedslisten - De Rød-Grønne;Å. Alternativet;Andre
A75102;2236;1301;36;1265;163;37;127;151;103;41;92;252;263;29;7;0
A75103;618;410;6;404;44;8;34;91;16;18;27;58;91;16;1;0
A75104;;;;;;;;;;;;;;;;
A75105;;;;;;;;;;;;;;;;
A75111;;;;;;;;;;;;;;;;
A75112;;;;;;;;;;;;;;;;
A75106;;;;;;;;;;;;;;;;
A75138;;;;;;;;;;;;;;;;
A75107;;;;;;;;;;;;;;;;
A75108;;;;;;;;;;;;;;;;
A75109;;;;;;;;;;;;;;;;
A75139;;;;;;;;;;;;;;;;
A75113;;;;;;;;;;;;;;;;
A75114;1671;945;26;919;131;25;82;120;54;28;67;187;202;20;3;0
A75115;;;;;;;;;;;;;;;;
A75140;;;;;;;;;;;;;;;;
A75141;;;;;;;;;;;;;;;;
A75125;;;;;;;;;;;;;;;;
A75126;1740;1033;25;1008;125;32;54;102;75;49;87;207;241;23;13;0
A75116;3369;1803;50;1753;210;48;136;143;134;74;151;408;393;37;19;0
A75117;;;;;;;;;;;;;;;;
A75118;;;;;;;;;;;;;;;;
A75127;2369;1455;34;1421;199;61;172;151;111;48;102;234;291;27;25;0
A75119;;;;;;;;;;;;;;;;
A75120;;;;;;;;;;;;;;;;
A75121;;;;;;;;;;;;;;;;
A75122;2763;1656;36;1620;225;122;161;231;151;135;98;245;155;60;37;0
A75142;1361;765;22;743;105;21;60;69;57;34;86;109;163;27;12;0
A75128;;;;;;;;;;;;;;;;
A75129;1117;637;6;631;77;27;50;93;49;40;49;134;82;19;11;0
A75130;;;;;;;;;;;;;;;;
A75143;;;;;;;;;;;;;;;;
A75131;969;612;17;595;64;35;47;80;67;25;43;118;78;26;12;0
A75144;981;603;13;590;53;38;53;107;29;27;38;107;94;26;18;0
A75145;1129;759;10;749;95;48;48;149;49;44;57;99;73;59;28;0
A75146;1507;1032;24;1008;191;58;100;170;70;74;53;158;83;41;10;0
A75147;914;546;25;521;66;38;45;90;42;29;35;91;62;16;7;0
A75132;;;;;;;;;;;;;;;;
A75133;763;409;14;395;54;8;31;54;28;13;39;68;80;11;9;0
A75134;1230;852;24;828;136;47;77;129;41;58;48;126;105;43;18;0
A75148;2072;1206;20;1186;129;30;78;121;86;54;104;258;277;31;18;0
A75123;968;539;22;517;49;14;33;65;20;24;46;93;146;24;3;0
A75135;1570;1078;29;1049;135;53;208;119;98;52;61;181;98;22;22;0
A75124;;;;;;;;;;;;;;;;
A75149;;;;;;;;;;;;;;;;
A75110;;;;;;;;;;;;;;;;
A75136;897;642;14;628;71;46;45;108;49;39;34;128;71;26;11;0
A75137;361;250;8;242;31;17;13;52;8;8;9;26;30;34;14;0
A75601;2298;1335;32;1303;233;78;119;210;61;107;91;224;68;80;32;0
A75602;2903;1911;31;1880;283;144;190;347;150;143;76;302;104;94;47;0
A75603;;;;;;;;;;;;;;;;
A75604;;;;;;;;;;;;;;;;
A75605;;;;;;;;;;;;;;;;
A75606;;;;;;;;;;;;;;;;
A75607;2831;2079;35;2044;228;207;209;358;167;199;65;377;100;99;35;0
A75608;1776;1065;27;1038;125;14;70;80;67;38;152;261;197;18;16;0
A75609;752;418;12;406;50;8;17;30;45;15;44;93;85;16;3;0
A75610;1756;1021;24;997;158;32;68;135;45;37;109;178;185;32;18;0
A76001;718;391;14;377;64;13;32;27;15;15;38;78;80;8;7;0
A76002;;;;;;;;;;;;;;;;
A76003;626;350;6;344;28;8;20;20;36;13;27;87;103;1;1;0
A76004;;;;;;;;;;;;;;;;
A76005;750;476;14;462;46;12;25;29;59;10;53;135;84;3;6;0
A76006;;;;;;;;;;;;;;;;
A76007;;;;;;;;;;;;;;;;
A76008;;;;;;;;;;;;;;;;
A76009;937;520;18;502;68;16;28;38;43;20;64;107;105;10;3;0
A76010;;;;;;;;;;;;;;;;
A76011;685;347;9;338;51;8;37;43;15;11;30;70;61;7;5;0
A76012;;;;;;;;;;;;;;;;
A76013;;;;;;;;;;;;;;;;
A76014;683;452;6;446;34;16;37;43;16;11;43;127;104;12;3;0
A76015;545;346;9;337;39;13;22;25;28;14;30;87;62;10;7;0
A76016;;;;;;;;;;;;;;;;
A76017;552;305;6;299;34;6;13;16;30;13;22;54;104;4;3;0
A76018;1384;755;14;741;97;29;82;144;51;45;57;96;58;61;21;0
A76601;835;521;24;497;45;20;49;45;31;20;54;110;116;5;2;0
A76602;;;;;;;;;;;;;;;;
A76603;482;313;10;303;20;6;21;30;17;14;29;83;74;5;4;0
A76604;631;330;4;326;45;5;9;23;27;11;33;77;85;7;4;0
A76605;316;152;4;148;11;10;6;8;11;7;19;39;33;2;2;0
A76606;632;413;7;406;40;13;33;38;34;12;34;129;63;8;2;0
A76607;682;475;12;463;61;11;49;54;44;19;43;84;77;8;13;0
A76608;;;;;;;;;;;;;;;;
A76609;;;;;;;;;;;;;;;;
A76610;918;577;6;571;50;17;67;42;37;22;40;156;126;7;7;0
A76611;;;;;;;;;;;;;;;;
A76612;;;;;;;;;;;;;;;;
A76613;354;240;8;232;28;2;25;29;8;12;12;75;34;6;1;0
A76614;;;;;;;;;;;;;;;;
A76615;795;464;16;448;38;13;16;31;37;21;28;136;114;9;5;0
A76616;;;;;;;;;;;;;;;;
A76617;;;;;;;;;;;;;;;;
A76618;;;;;;;;;;;;;;;;
A76619;;;;;;;;;;;;;;;;
A77301;;;;;;;;;;;;;;;;
A77302;;;;;;;;;;;;;;;;
A77303;1427;848;24;824;85;26;71;69;82;28;72;224;143;22;2;0
A77304;2367;1443;54;1389;197;43;69;175;78;67;105;337;271;33;14;0
A77305;1439;811;33;778;104;9;37;84;48;27;92;194;163;13;7;0
A77901;793;450;4;446;58;17;19;60;24;22;38;109;71;19;9;0
A77902;;;;;;;;;;;;;;;;
A77903;929;597;7;590;66;22;54;44;53;27;44;173;98;6;3;0
A77904;798;457;8;449;28;6;25;24;41;28;24;157;104;7;5;0
A77905;1585;823;24;799;70;13;57;63;61;29;63;221;203;14;5;0
A77906;2295;1220;13;1207;123;28;154;95;86;31;104;362;206;14;4;0
A77907;1014;755;16;739;82;35;56;131;48;42;23;185;87;33;17;0
A77908;;;;;;;;;;;;;;;;
A78701;1003;596;16;580;57;13;29;50;49;17;48;146;152;13;6;0
A78702;1463;842;21;821;111;25;57;79;58;38;51;209;170;14;9;0
A78703;;;;;;;;;;;;;;;;
A78704;;;;;;;;;;;;;;;;
A78705;888;526;15;511;49;11;41;30;24;16;23;199;108;3;7;0
A78706;1636;967;14;953;68;27;118;52;46;41;36;358;191;12;4;0
A78707;857;541;10;531;53;20;44;54;54;27;35;98;133;7;6;0
A78708;;;;;;;;;;;;;;;;
A78709;924;509;17;492;35;5;40;30;31;18;39;127;158;8;1;0
A78710;;;;;;;;;;;;;;;;
A78711;;;;;;;;;;;;;;;;
A78712;;;;;;;;;;;;;;;;
A78713;1523;818;18;800;163;19;42;68;38;56;75;116;183;34;6;0
A78714;689;383;7;376;81;6;18;47;19;17;44;52;77;12;3;0
A78715;1227;602;13;589;118;13;38;50;32;28;72;100;114;17;7;0
A79101;1958;1017;29;988;170;26;120;94;59;67;76;164;187;23;2;0
A79102;;;;;;;;;;;;;;;;
A79103;1319;661;16;645;123;24;42;59;31;36;57;98;143;18;14;0
A79104;;;;;;;;;;;;;;;;
A79105;;;;;;;;;;;;;;;;
A79106;796;374;14;360;69;7;13;35;21;15;22;74;85;15;4;0
A79107;595;290;8;282;45;5;12;23;14;15;21;56;82;7;2;0
A79108;532;259;5;254;51;2;14;18;13;3;16;49;81;2;5;0
A79109;1421;726;17;709;122;20;19;52;33;28;74;123;198;32;8;0
A79110;517;266;7;259;43;3;11;20;17;6;26;44;85;3;1;0
A79111;;;;;;;;;;;;;;;;
A79112;1457;763;14;749;86;20;43;86;29;32;114;135;146;41;17;0
A79113;1302;705;12;693;130;26;39;56;44;24;64;130;159;16;5;0
A79114;;;;;;;;;;;;;;;;
A79115;;;;;;;;;;;;;;;;
A79116;1359;777;20;757;122;25;64;97;36;35;57;164;117;28;12;0
A81001;1178;599;18;581;73;15;30;33;26;22;55;163;135;26;3;0
A81002;;;;;;;;;;;;;;;;
A81003;;;;;;;;;;;;;;;;
A81004;;;;;;;;;;;;;;;;
A81005;1243;743;9;734;107;25;43;82;38;32;28;212;129;28;10;0
A81006;1288;806;14;792;139;31;36;144;36;48;34;148;115;52;9;0
A81007;;;;;;;;;;;;;;;;
A81008;;;;;;;;;;;;;;;;
A81009;;;;;;;;;;;;;;;;
A81010;;;;;;;;;;;;;;;;
A81011;821;473;10;463;72;13;37;47;17;18;40;92;109;17;1;0
A81012;2338;1324;19;1305;261;47;70;134;72;78;80;280;209;59;15;0
A81013;;;;;;;;;;;;;;;;
A81301;805;424;6;418;64;21;17;46;31;12;32;97;80;12;6;0
A81302;912;459;4;455;59;16;8;55;23;19;54;82;112;24;3;0
A81303;794;428;8;420;67;9;27;33;31;7;36;86;119;5;0;0
A81304;1091;519;12;507;69;14;30;40;38;18;43;104;131;15;5;0
A81305;607;332;11;321;62;15;9;26;10;12;29;53;87;14;4;0
A81306;1364;652;16;636;124;24;31;72;23;31;45;73;165;39;9;0
A81307;;;;;;;;;;;;;;;;
A81308;936;483;9;474;64;16;21;38;27;14;36;91;140;25;2;0
A81309;;;;;;;;;;;;;;;;
A81310;1408;763;18;745;118;30;46;89;51;32;56;127;144;43;9;0
A81311;;;;;;;;;;;;;;;;
A81312;480;253;7;246;49;5;24;24;26;10;15;32;54;6;1;0
A81313;913;495;9;486;97;17;22;38;35;12;28;98;118;17;4;0
A81314;1216;611;11;600;128;21;58;66;40;30;32;112;92;14;7;0
A81315;462;247;6;241;35;6;10;27;9;10;19;47;68;7;3;0
A82001;;;;;;;;;;;;;;;;
A82002;648;341;7;334;51;5;18;39;10;16;22;85;76;11;1;0
A82003;;;;;;;;;;;;;;;;
A82004;1451;755;27;728;164;23;45;77;59;28;61;111;126;21;13;0
A82005;;;;;;;;;;;;;;;;
A82006;914;502;10;492;133;13;18;28;25;16;30;112;100;10;7;0
A82007;914;595;17;578;99;28;29;51;34;36;31;122;117;22;9;0
A82008;507;282;7;275;36;10;12;34;13;9;25;54;67;8;7;0
A82009;397;226;5;221;49;6;6;21;10;9;21;44;47;8;0;0
A82010;;;;;;;;;;;;;;;;
A82011;998;507;16;491;93;14;31;60;27;22;39;88;98;19;0;0
A82012;457;230;12;218;35;5;9;22;13;5;21;38;62;6;2;0
A82013;875;511;9;502;77;23;27;73;27;19;33;76;111;26;10;0
A82014;1147;660;12;648;124;13;14;72;25;19;62;120;167;23;9;0
A82501;;;;;;;;;;;;;;;;
A84001;967;428;13;415;57;6;15;61;20;13;33;88;106;11;5;0
A84002;736;391;16;375;48;11;27;37;25;16;13;76;111;10;1;0
A84003;824;435;10;425;42;10;23;47;31;22;37;89;104;16;4;0
A84004;;;;;;;;;;;;;;;;
A84005;1485;923;15;908;164;28;73;113;55;53;70;171;145;31;5;0
A84006;993;578;12;566;96;16;21;62;24;29;36;114;125;32;11;0
A84007;;;;;;;;;;;;;;;;
A84008;;;;;;;;;;;;;;;;
A84009;;;;;;;;;;;;;;;;
A84010;1440;828;23;805;97;27;30;68;27;23;63;189;265;10;6;0
A84011;;;;;;;;;;;;;;;;
A84601;;;;;;;;;;;;;;;;
A84602;;;;;;;;;;;;;;;;
A84603;;;;;;;;;;;;;;;;
A84604;1929;941;20;921;113;21;47;66;65;37;53;207;281;19;12;0
A84605;;;;;;;;;;;;;;;;
A84606;843;476;8;468;61;24;23;57;18;15;35;88;112;30;5;0
A84607;1387;802;10;792;130;28;81;94;25;38;57;178;131;21;9;0
A84608;1365;718;13;705;95;17;34;57;30;26;47;149;176;56;18;0
A84609;1327;771;23;748;90;18;47;56;69;35;61;199;153;13;7;0
A84610;1021;597;15;582;100;12;26;75;34;22;31;97;123;53;9;0
A84611;718;411;7;404;93;11;13;49;17;16;38;54;80;16;17;0
A84901;1693;899;16;883;132;24;43;89;50;23;66;190;214;30;22;0
A84902;929;449;9;440;60;7;14;42;27;24;10;120;121;12;3;0
A84903;970;592;14;578;107;19;47;57;47;17;34;138;90;15;7;0
A84904;901;640;20;620;82;60;26;146;27;34;25;73;40;48;59;0
A84905;;;;;;;;;;;;;;;;
A84906;;;;;;;;;;;;;;;;
A84907;591;327;8;319;29;22;16;37;24;18;28;54;76;12;3;0
A84908;;;;;;;;;;;;;;;;
A84909;1273;708;9;699;116;29;41;72;33;24;45;168;138;25;8;0
A84910;773;407;9;398;50;18;15;26;20;10;33;115;101;10;0;0
A84911;1374;710;20;690;97;16;39;80;32;25;75;160;136;23;7;0
A84912;1223;620;9;611;73;11;39;44;34;13;53;199;126;13;6;0
A84913;775;393;6;387;35;9;32;33;18;10;32;95;109;13;1;0
A84914;;;;;;;;;;;;;;;;
A84915;1243;592;19;573;88;24;21;110;24;13;36;87;122;39;9;0
A84916;922;445;16;429;42;8;16;49;21;10;37;105;124;10;7;0
A84917;686;336;10;326;34;7;13;42;13;10;27;106;64;4;6;0
A84918;585;340;6;334;40;12;20;27;14;13;24;80;94;7;3;0
A84919;;;;;;;;;;;;;;;;
A85126;3239;2364;48;2316;304;221;176;580;110;107;53;320;163;212;70;0
A85127;;;;;;;;;;;;;;;;
A85128;2046;1178;26;1152;146;45;93;101;67;41;74;229;304;39;13;0
A85129;2110;1121;32;1089;149;40;69;97;66;32;67;284;233;34;18;0
A85130;976;515;22;493;60;25;36;37;26;12;39;116;125;8;9;0
A85131;1486;941;11;930;141;65;81;126;67;48;44;172;148;25;13;0
A85132;1189;651;17;634;124;25;39;84;35;29;36;93;124;32;13;0
A85133;670;402;9;393;44;17;24;47;26;14;35;78;83;14;11;0
A85115;1123;615;14;601;92;22;27;73;37;26;32;91;160;30;11;0
A85116;499;322;5;317;40;16;15;43;16;11;18;61;75;12;10;0
A85134;;;;;;;;;;;;;;;;
A85117;;;;;;;;;;;;;;;;
A85118;;;;;;;;;;;;;;;;
A85119;;;;;;;;;;;;;;;;
A85120;1703;921;32;889;129;24;39;82;49;35;87;160;251;20;13;0
A85121;;;;;;;;;;;;;;;;
A85122;821;425;3;422;80;12;14;39;21;17;26;48;150;9;6;0
A85101;;;;;;;;;;;;;;;;
A85102;;;;;;;;;;;;;;;;
A85103;;;;;;;;;;;;;;;;
A85104;;;;;;;;;;;;;;;;
A85105;;;;;;;;;;;;;;;;
A85106;;;;;;;;;;;;;;;;
A85107;;;;;;;;;;;;;;;;
A85108;;;;;;;;;;;;;;;;
A85109;;;;;;;;;;;;;;;;
A85110;;;;;;;;;;;;;;;;
A85123;;;;;;;;;;;;;;;;
A85111;;;;;;;;;;;;;;;;
A85135;;;;;;;;;;;;;;;;
A85136;;;;;;;;;;;;;;;;
A85137;;;;;;;;;;;;;;;;
A85124;;;;;;;;;;;;;;;;
A85125;1980;1040;20;1020;202;33;43;142;38;45;79;139;232;53;14;0
A85112;;;;;;;;;;;;;;;;
A85113;;;;;;;;;;;;;;;;
A85114;;;;;;;;;;;;;;;;
A86001;;;;;;;;;;;;;;;;
A86002;;;;;;;;;;;;;;;;
A86003;;;;;;;;;;;;;;;;
A86004;;;;;;;;;;;;;;;;
A86005;;;;;;;;;;;;;;;;
A86006;;;;;;;;;;;;;;;;
A86007;2319;1297;36;1261;228;55;81;108;66;58;87;176;320;47;35;0
A86008;;;;;;;;;;;;;;;;
A86009;1545;809;18;791;115;34;35;95;46;35;42;141;198;37;13;0
A86010;;;;;;;;;;;;;;;;
A86011;;;;;;;;;;;;;;;;
A86012;;;;;;;;;;;;;;;;
A86013;;;;;;;;;;;;;;;;
A86014;;;;;;;;;;;;;;;;
A86015;2838;1425;27;1398;274;54;89;143;79;48;91;215;301;78;26;0
A86016;;;;;;;;;;;;;;;;
A86017;;;;;;;;;;;;;;;;
A86018;;;;;;;;;;;;;;;;
A86019;;;;;;;;;;;;;;;;
A86020;;;;;;;;;;;;;;;;
A86021;;;;;;;;;;;;;;;;
